,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
AE,2020-04-17 00:00:00,8,184,63.96773115507284,90.3242240291667,5.4523209999999995,10.8031135,16.110463,101.987131666675,258.890094,10,7,558,555
AE,2020-04-17 01:00:00,9,185,63.34610449819729,90.55215290736874,5.262715,10.8328333333,16.1087013333,101.775795,259.89981,11,5,555,554
AE,2020-04-17 02:00:00,7,180,62.98785251388945,91.55654662473636,9.2665333333,10.8006058333,16.118917833349997,101.8017741667,259.3441936667,9,5,540,539
AE,2020-04-17 03:00:00,8,181,62.954416138119925,90.7159127259587,7.6661083333,10.770496666700001,16.0691213333,91.09976,259.3745676667,10,5,543,543
AE,2020-04-17 04:00:00,8,184,64.95490676811465,89.3378288935177,5.1517466667,11.227551916700001,16.20975983335,101.87291208335,257.18150099999997,10,5,552,552
AE,2020-04-17 05:00:00,8,192,62.31836585069477,88.3070359627375,5.08747,12.8830208333,16.12114816665,101.80282833335,257.84858233330004,10,6,576,575
AE,2020-04-17 06:00:00,8,195,62.45436782991384,88.01524638855268,5.0105,12.88363283335,16.120402,101.88593,257.54217,10,6,584,582
AE,2020-04-17 07:00:00,9,196,65.88617501547452,88.32186938120041,5.11493,12.906107583350002,16.195713166650002,102.62114916665,257.53630400000003,11,8,590,588
AE,2020-04-17 08:00:00,8,191,67.75184184625029,88.93639550381296,5.0604766667000005,12.9254645,16.1802956667,102.50003,257.3007476667,10,7,573,570
AE,2020-04-17 09:00:00,9,196,64.17567310663418,88.2942025183839,5.028826666700001,12.897416250000001,16.1088851667,101.98297166670001,256.879078,11,8,593,591
AE,2020-04-17 10:00:00,8,192,65.96320152361248,88.62305480522357,5.0520783333,12.95446083335,16.39200633335,102.233012916675,257.1115466667,10,7,572,567
AE,2020-04-17 11:00:00,9,199,73.0658150830839,86.35988192439056,5.1135216667000005,12.959762,20.7666133333,102.47693916665,256.925192,11,10,603,597
AE,2020-04-17 12:00:00,9,195,75.7653861871821,85.42167321227474,5.042753333299999,13.00119283335,27.298234000000004,102.42738583335,256.6034293333,11,8,594,588
AE,2020-04-17 13:00:00,8,191,66.96248521029527,88.91927408397855,5.0585483333,12.937422333299999,16.2345046667,102.25261583335,256.86133,10,6,572,569
AE,2020-04-17 14:00:00,9,193,63.4047651133,88.16960529886266,5.0437216667,12.960837666700002,16.1069776667,101.9790583333,256.789807,11,9,586,586
AE,2020-04-17 15:00:00,8,194,67.44901252646238,87.46109394726561,5.070015,12.9345104167,16.489537,102.109673750025,256.933847,10,9,588,586
AE,2020-04-17 16:00:00,8,191,71.85675677749111,87.41199210444253,5.082445,13.065154333299999,22.457964999999998,102.37170416665,257.85477599999996,10,7,570,565
AE,2020-04-17 17:00:00,8,194,66.72025269519018,88.79423089871055,5.1217133333,12.95048516665,16.180801833350003,102.1868704167,256.85812200000004,10,7,576,571
AE,2020-04-17 18:00:00,9,195,62.90511206649744,88.17067384676074,5.05623,12.966013,16.1208023333,101.94074,256.6770646667,11,10,595,592
AE,2020-04-17 19:00:00,8,192,63.604888717533875,88.46724576336898,5.1049883333,12.9486944167,16.16751616665,101.8574658333,257.08351,10,8,579,579
AE,2020-04-17 20:00:00,8,192,60.831664936631256,88.34834275843518,5.0792233333,12.793268749974999,16.4991365,52.8322754167,256.95593233330004,10,6,577,577
AE,2020-04-17 21:00:00,8,192,63.29156349878283,88.70536249164647,5.0305283332999995,12.710885749975,16.530849500000002,101.831466666675,256.71146699999997,10,7,576,573
AE,2020-04-17 22:00:00,9,179,70.62001811545643,90.97192968678998,5.0553016667,12.827684666700002,16.402687,102.2932741667,257.00788466669997,11,8,539,538
AE,2020-04-17 23:00:00,8,192,63.0138721857646,88.31810587382773,5.0854133333,12.726389583299998,16.54866916665,101.79482083335,257.17733833330004,10,5,574,574
AL,2020-04-17 00:00:00,9,39,37.87353307350257,20.571177679099865,5.654205,32.2056175,32.256111,32.3318725,107.3833,9,5,107,107
AL,2020-04-17 01:00:00,9,37,38.68353499098378,20.743036765339383,5.375843333300001,32.1916433333,32.2354413333,32.3443596667,108.9555,9,4,99,99
AL,2020-04-17 02:00:00,9,39,38.13900337777436,20.04753437221837,12.838536,32.19020066665,32.2099043333,32.332716500000004,107.684445,9,6,109,109
AL,2020-04-17 03:00:00,9,38,38.11989503508948,20.439236017865035,12.921853,32.1773403333,32.2362036667,32.336340166675,107.003325,9,5,104,104
AL,2020-04-17 04:00:00,9,39,38.38136006666667,20.93696873696681,5.083709,32.19086633335,32.2552056667,32.37390633335,107.291555,9,6,109,109
AL,2020-04-17 05:00:00,8,37,39.74875045225134,19.95614266945511,32.115075,32.2005573333,32.2440423333,32.3388196667,108.70198,8,5,101,101
AL,2020-04-17 06:00:00,9,39,37.348527119658975,21.05118916901135,5.2609583333,32.209986,32.2485976667,32.32913583335,107.74847,9,4,105,105
AL,2020-04-17 07:00:00,10,46,33.09115852898696,24.616069091678735,5.005475,32.159851249999996,32.21631583335,32.26832966665,119.041495,10,4,126,126
AL,2020-04-17 08:00:00,9,52,33.022845208336534,21.79389420861794,6.8381983333,21.084897291675,32.211288499999995,32.292236749975004,107.435845,9,5,146,145
AL,2020-04-17 09:00:00,10,53,32.73104945409245,21.42478721738344,5.0153683333,27.019070000000003,32.220161,32.3280646667,111.84903,10,6,151,151
AL,2020-04-17 10:00:00,10,53,41.413970540879255,28.560490876940122,5.3039383333,32.179817,32.271219,32.4367806667,155.6503883333,10,5,149,149
AL,2020-04-17 11:00:00,10,52,40.8359371025673,24.691890245360206,6.9063366667,32.16725425,32.25150116665,35.627998916675,107.00853000000001,10,5,145,145
AL,2020-04-17 12:00:00,9,39,37.329092548720524,20.746034955584154,10.97813,32.217546166649996,32.27519,32.393789999999996,107.23005500000001,9,5,107,107
AL,2020-04-17 13:00:00,11,42,41.138315087304754,27.25751068084922,10.998465,32.209059666675,32.26363983335,32.419385083325,140.9306316667,11,5,116,116
