,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
AE,2020-04-11 00:00:00,8,134,87.2379794539806,100.02970422913269,5.00545,11.89920233335,22.8286,117.59263916667501,261.282632,10,6,404,402
AE,2020-04-11 01:00:00,8,131,89.68180234224043,100.01313877835447,5.008215,11.93336883335,24.929965,120.57823166669999,261.18871033330004,10,5,392,391
AE,2020-04-11 02:00:00,7,134,87.16677861841119,99.7796886873322,5.0336833333,11.804611499999998,25.6087416667,117.36529833329999,260.9182263333,9,5,403,401
AE,2020-04-11 03:00:00,8,133,87.06173362831728,100.21093021668467,5.0096016667,11.8248063333,23.62949,116.0325166667,261.7946893333,10,6,400,396
AE,2020-04-11 04:00:00,7,135,84.2384097375341,100.33305105637425,5.059058333299999,11.8232803333,23.451864999999998,113.64257624999999,261.536159,9,5,404,402
AE,2020-04-11 05:00:00,7,132,89.12109951666592,100.14712387343384,5.04329,12.11964875,22.24334583335,120.66278750000001,261.59039900000005,9,5,393,392
AE,2020-04-11 06:00:00,8,131,86.96527036640991,101.00439210248426,5.023455,12.165815,21.3036733333,117.37638916665,261.9992696667,10,6,389,381
AE,2020-04-11 07:00:00,8,134,88.11455160074257,99.98377026936329,5.0692066667,11.901391000025,23.104949166649998,121.991356874975,261.7407283333,10,6,403,400
AE,2020-04-11 08:00:00,7,135,87.0978833629615,99.55947650495229,5.1174466667,12.24314683335,22.0256733333,112.47080374999999,260.75813566669996,9,6,410,407
AE,2020-04-11 09:00:00,8,132,90.02293051111444,99.6561869139911,5.1417150000000005,12.7679774167,25.03974333335,123.67356125,260.829069,10,7,396,392
AE,2020-04-11 10:00:00,7,132,89.6966156179288,99.62493336837396,5.0760333333,13.32136175,25.41337166665,124.3969316667,260.31546433330004,9,5,393,391
AE,2020-04-11 11:00:00,8,137,87.45724958734674,98.78117432285195,5.083805,13.2142323333,22.8634166667,116.51906000000001,260.863525,10,7,417,412
AE,2020-04-11 12:00:00,8,138,86.85893169806816,98.46375126139247,5.0127983333,12.8522204167,24.980821666649998,115.32248458335002,260.493727,10,6,417,413
AE,2020-04-11 13:00:00,7,132,91.33527887778105,99.08773022871988,5.040791666700001,13.466244249974999,24.8755025,126.46493874999999,260.2759926667,9,5,396,391
AE,2020-04-11 14:00:00,8,131,88.33104035114805,99.15738198941594,5.004585,13.05024633335,23.9155866667,124.96440416665,260.779436,10,7,393,391
AE,2020-04-11 15:00:00,8,135,89.63659403160597,98.52494339105554,5.0875183333,13.862374333350001,26.3393866667,124.23181875,261.4985736667,10,6,409,406
AE,2020-04-11 16:00:00,7,133,94.29301905764515,96.21668956895297,5.0772633332999995,18.634866,41.5291233333,120.314955,260.06236966669996,9,6,396,395
AE,2020-04-11 17:00:00,7,133,102.91867945363835,91.7218204338947,5.0063566667,29.05064,82.705794,124.53941,260.5357716667,9,5,395,393
AE,2020-04-11 18:00:00,7,128,99.7406187825523,95.07850763935033,5.092546666700001,23.2945393333,57.180075,127.675839583325,260.1731776667,9,6,387,387
AE,2020-04-11 19:00:00,8,136,85.61615791911913,99.24284024393008,5.0196916667,13.6956130833,23.92235333335,122.32153062500001,260.251828,10,6,403,400
AE,2020-04-11 20:00:00,7,135,85.97351327851926,99.79263912028676,5.0172433333,12.551431333350001,24.2358083333,125.50547625000002,260.2462493333,9,5,403,403
AE,2020-04-11 21:00:00,8,133,87.61486070626766,99.58230015646112,5.0897033333,12.047805,23.3789183333,110.3683666667,260.5829093333,10,8,405,401
AE,2020-04-11 22:00:00,8,131,88.9353659045809,100.04460755727604,5.0267316667,12.03918533335,23.795605,113.1344125,260.2534336667,10,5,394,393
AE,2020-04-11 23:00:00,7,134,85.75831309303958,100.3745907353094,5.01044,11.785638750025,21.96714583335,124.25166458332501,260.911225,9,5,399,397
AL,2020-04-11 00:00:00,9,53,29.534572050311322,22.810522099832195,7.1963550000000005,7.3350383333,32.2387243333,32.3161966667,107.750505,9,5,149,149
AL,2020-04-11 01:00:00,9,53,30.035418323269816,22.466946535035856,7.189401666699999,7.285328333300001,32.2455183333,32.313694,106.804915,9,5,149,149
AL,2020-04-11 02:00:00,9,53,30.518754855349062,24.612379244359026,7.208985,7.3253466667,32.2388386667,32.292288,126.218245,9,5,147,147
AL,2020-04-11 03:00:00,9,51,30.19531309804314,22.618132941140665,7.20832,7.35208,32.2364686667,32.3228081667,108.17365500000001,9,4,141,141
AL,2020-04-11 04:00:00,9,51,30.08764923529019,22.42065685212449,7.189101666699999,7.3243075,32.217769,32.315059500000004,107.186275,9,4,141,141
AL,2020-04-11 05:00:00,9,52,30.01997696153845,23.23486884556577,7.1540783333,7.34998458335,32.229313833350005,32.317001666675,115.512125,9,5,146,146
AL,2020-04-11 06:00:00,9,51,30.148179352933333,22.480385786844487,7.18249,7.351775,32.269080333299996,32.3152648333,106.90445,9,4,141,141
AL,2020-04-11 07:00:00,9,53,29.975721013835848,22.137473813978556,7.171308333300001,7.4185116667,32.246365999999995,32.359024,106.827125,9,6,151,151
AL,2020-04-11 08:00:00,10,52,29.404480897436542,22.444876970795004,7.177511666699999,7.3748962500249995,32.205939666649996,32.321657,107.08667,10,6,148,148
AL,2020-04-11 09:00:00,10,54,29.56500934320927,22.442450434725874,5.0137933333,7.363514166699999,32.249933833300005,32.31958350000001,109.45748999999999,10,5,154,154
AL,2020-04-11 10:00:00,9,51,32.161201862747056,31.655719342072267,7.1524333333,7.29921083335,32.2798343333,32.3939888333,203.13977,9,4,141,141
AL,2020-04-11 11:00:00,9,53,29.49620031446604,22.612304526932647,7.237331666699999,7.36598,32.2908443333,32.3480076667,109.240765,9,5,149,149
AL,2020-04-11 12:00:00,9,52,29.997059205128842,22.730492002625635,7.2216033333,7.424375,32.27709416665,32.37747466665,108.294785,9,5,146,146
AL,2020-04-11 13:00:00,10,53,29.854743722011328,22.92740083565566,6.241883333300001,7.323335,32.280015999999996,32.398148,107.39265,10,5,153,153
