,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
AE,2020-03-18 00:00:00,7,122,156.62000345765412,68.73446444752597,5.170945,104.9437675,145.04599683335,156.398226666675,262.492715,9,5,369,369
AE,2020-03-18 01:00:00,6,121,160.18256754683304,64.64246170235586,22.86116,116.4479033333,145.0494326667,159.066015,262.803205,8,5,361,361
AE,2020-03-18 02:00:00,8,123,153.84040086043328,72.2432066746404,5.003055000000001,105.27836583335,145.083862,158.05405833334999,262.7755986667,10,6,372,372
AE,2020-03-18 03:00:00,6,121,156.38749459504368,70.35696424698337,5.6063566667,118.55065,145.076575,159.03049,262.85179666669995,8,4,363,363
AE,2020-03-18 04:00:00,7,120,158.00881264444575,68.5958439005214,6.0956980000000005,130.18714166665,145.15239433335,184.030345166675,262.7132536667,9,5,362,362
AE,2020-03-18 05:00:00,7,122,161.4317600163926,63.121228214390975,5.039,126.070139375,145.1217233333,158.457259166675,263.1847476667,9,4,358,355
AE,2020-03-18 06:00:00,7,124,160.81025598225966,70.00466487511116,5.009775,138.40677208335,145.18266616665,236.833859375,263.0732063333,9,6,372,366
AE,2020-03-18 07:00:00,6,120,166.78253578194418,57.56321862897939,88.801415,137.423752499975,145.23056866665002,185.5635039167,263.7645793333,8,4,354,346
AE,2020-03-18 08:00:00,8,122,159.84419767622794,66.50742673639415,5.0376216667,130.4006475,145.35045,158.1554820833,263.5502,10,5,359,353
AE,2020-03-18 09:00:00,9,124,159.70461611747183,65.68875732778687,5.0956233333,127.03263687500002,145.28288783335,157.8009429167,263.63043166669996,11,6,369,360
AE,2020-03-18 10:00:00,7,124,159.3546015658604,66.68508962105173,5.0066966667,130.9385225,145.3636466667,161.46598166665,262.71756600000003,9,5,365,360
AE,2020-03-18 11:00:00,8,125,159.56018064,64.79927955263504,5.025745,127.2234783333,145.2520206667,156.18517,263.022694,10,5,369,362
AE,2020-03-18 12:00:00,7,119,165.05783255602273,62.69696390023089,5.1429883333,136.6104875,145.3275486667,253.17451666665,263.03958966669995,9,4,347,343
AE,2020-03-18 13:00:00,7,121,164.25409986225776,60.05696948146877,5.181975,132.4791375,145.3018593333,158.2034516667,262.7757726667,9,4,356,350
AE,2020-03-18 14:00:00,7,122,162.18427700000086,62.732891257985266,5.058378333299999,128.91643562500002,145.29868283335,157.677081249975,263.3979293333,9,4,361,356
AE,2020-03-18 15:00:00,7,125,158.758551681604,65.52763327852885,5.055805,120.2253716667,145.597726,157.32807,262.853602,9,6,375,372
AE,2020-03-18 16:00:00,7,124,157.58700411424763,67.55253775407621,5.0009816667,114.81974062499998,145.36605733335,156.4429516667,263.1803116667,9,6,373,371
AE,2020-03-18 17:00:00,7,122,151.91139405464511,76.49360893051981,13.8795833333,109.95727666664999,145.73718816665001,158.50069583335,262.9393803333,9,6,368,368
AE,2020-03-18 18:00:00,8,124,149.04031822419353,78.65893105249583,5.0221849999999995,104.85002916665,145.5740353333,156.86912666665,263.227662,10,7,376,376
AE,2020-03-18 19:00:00,7,121,151.98692917410256,76.99393485815067,5.0049916667000005,105.1913033333,145.4136476667,156.861615,263.5242366667,9,6,366,366
AE,2020-03-18 20:00:00,7,121,161.5393316652917,65.58818548469047,5.0481666667,131.92538249999998,145.196352,160.692905,263.489033,9,5,357,350
AE,2020-03-18 21:00:00,6,120,162.53018449166925,62.18502066488835,40.563775,133.8408004167,145.15229766665,184.588949083325,263.36890800000003,8,4,360,357
AE,2020-03-18 22:00:00,6,121,159.35768981542316,65.65684567965353,9.709236,108.58283,145.0669756667,157.0623933333,262.7276666667,8,5,363,363
AE,2020-03-18 23:00:00,6,120,161.5755907805542,63.11829475782538,47.9533433333,132.1050583333,145.0386898333,183.90766083335,262.8881176667,8,4,360,359
AL,2020-03-18 00:00:00,10,54,25.73215358025,21.23956720543182,5.49107,7.8292579167,21.0071216667,35.153644083325005,101.396235,10,4,150,150
AL,2020-03-18 01:00:00,10,55,21.72510396969272,19.280081209898324,5.2763433333,7.815775,20.905354,21.00055,96.190735,10,5,155,154
AL,2020-03-18 02:00:00,10,53,30.015297704405647,21.489641993333855,5.061595,7.8068566667,35.131985,35.223454,101.88774000000001,10,4,147,147
AL,2020-03-18 03:00:00,10,52,30.643947166669232,21.174038933788175,7.737595,7.841892500025001,35.1530231667,35.218492749999996,100.994955,10,5,146,146
AL,2020-03-18 04:00:00,11,53,30.155016157233963,21.35310328388538,6.0993233333,7.810301666699999,35.141669,35.1999386667,102.894075,11,5,149,149
AL,2020-03-18 05:00:00,10,52,30.59476580128269,21.110019435925818,7.725239999999999,7.870021666675001,35.15614683335,35.21996874999999,100.896555,10,5,146,146
AL,2020-03-18 06:00:00,10,52,30.634174403844227,21.316278399362744,7.732876666699999,7.85003458335,35.129686500000005,35.192328916675,102.776165,10,5,146,146
AL,2020-03-18 07:00:00,9,51,30.990728869274513,21.290109033183366,7.728961666699999,7.86521916665,35.1678473333,35.235187833350004,101.581875,9,4,141,141
AL,2020-03-18 08:00:00,11,59,27.786638519777973,21.25194598613795,5.050945,7.84076833335,35.140676,35.223566500000004,101.15859,11,5,167,167
AL,2020-03-18 09:00:00,10,59,28.52793509717627,21.926263654512432,5.3152033332999995,7.8726691667,35.1567986667,35.2416825,113.49341000000001,10,5,167,167
AL,2020-03-18 10:00:00,10,62,27.10683971935161,21.083520117993515,5.5071716667,7.864592083324999,32.812578,35.21066591665,102.207275,10,5,176,176
AL,2020-03-18 11:00:00,11,60,27.36568026111333,25.30774174437873,5.0924783333,7.874689583325001,32.7458663333,32.819530750025,160.088515,11,5,170,170
AL,2020-03-18 12:00:00,10,62,26.40278856989677,20.217864265024716,5.29157,11.27688416665,32.73640283335,32.802647499975,99.903335,10,4,172,172
AL,2020-03-18 13:00:00,10,57,28.058310713459658,20.06718785179175,5.14277,11.965365,32.7709783333,32.8110836667,99.58266,10,4,157,157
