,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
AE,2020-03-17 00:00:00,7,121,157.8256419228637,68.17404423681448,6.489654,123.25165,144.8798066667,158.1039383333,262.857169,9,5,364,363
AE,2020-03-17 01:00:00,7,121,154.47560745454302,72.43291309794566,6.449225,105.4562316667,144.839122,158.389845,263.06275566669996,9,4,363,363
AE,2020-03-17 02:00:00,6,120,155.7819903569434,71.8211949973784,13.96985,128.48203083332498,144.87273566665,184.7545149167,263.88494533330004,8,4,359,359
AE,2020-03-17 03:00:00,7,121,154.24015977409996,72.93065933961778,5.0156333333,105.1059333333,144.93885500000002,159.49346,263.1465386667,9,4,363,363
AE,2020-03-17 04:00:00,7,121,158.95462953443638,66.41549512131363,7.7404883333,122.2708566667,144.8848076667,159.2902566667,262.69381166669996,9,4,362,362
AE,2020-03-17 05:00:00,7,121,162.60538315565202,61.801410520155095,5.0286866667000005,129.211035,144.91395766670001,157.6089616667,262.9089976667,9,4,357,355
AE,2020-03-17 06:00:00,7,120,164.01493113888833,60.46061377569295,5.1756316667,134.45041249997502,145.01119983335002,184.8131675833,262.6283276667,9,4,352,350
AE,2020-03-17 07:00:00,8,123,158.45072101219833,67.59611687831327,5.0180433333,126.08506750000001,144.9865556667,157.20763166670002,262.767201,10,5,363,359
AE,2020-03-17 08:00:00,7,124,159.72167834596615,65.84007513150621,5.0661216667,129.414517291675,145.06156149999998,157.023842499975,263.2282166667,9,5,363,356
AE,2020-03-17 09:00:00,7,125,160.15994015066792,64.3475226869695,5.004415,128.764935,145.182408,155.8126483333,262.74856366669997,9,4,365,355
AE,2020-03-17 10:00:00,8,122,162.54781601912788,63.29925388958212,5.541765,131.56420874999998,145.56508150000002,157.17894583332497,263.277021,10,6,358,348
AE,2020-03-17 11:00:00,7,122,159.28586528142134,67.52733514170397,5.0104766667,129.75510375,145.2994365,157.29060416665,263.48544633330005,9,4,359,354
AE,2020-03-17 12:00:00,8,125,158.546186661064,66.93560262704844,5.004825,128.3544625,145.225025,158.13232,263.0738083333,10,6,376,370
AE,2020-03-17 13:00:00,7,120,166.10856854444503,58.77312684978339,5.05552,135.156221249975,145.19502016665,184.37884425,262.9742636667,9,4,354,347
AE,2020-03-17 14:00:00,7,124,161.42925322177578,63.27598971332044,5.0475333333,130.24208624999997,145.25009333335,157.4669204167,263.3921583333,9,5,363,359
AE,2020-03-17 15:00:00,8,122,160.0599014877025,66.25281813667283,5.091083333299999,129.11071125,145.22289066665,158.2750795833,263.031491,10,5,360,359
AE,2020-03-17 16:00:00,8,127,154.26597250000242,70.64175369254825,5.0297716667,108.11031583335,145.135999,156.15446500000002,263.1379656667,10,7,384,382
AE,2020-03-17 17:00:00,8,124,149.48068412795405,78.19897626680674,5.025175,104.967775,145.161104,157.256095833325,262.999379,10,6,378,376
AE,2020-03-17 18:00:00,7,121,152.00268393663887,77.01225522209893,5.0690383333,105.3169116667,145.1243073333,158.54771000000002,263.2117676667,9,4,363,363
AE,2020-03-17 19:00:00,6,118,157.37575175706354,72.36076614876951,7.130828999999999,136.519875,145.1637965,235.95045066665003,262.8276123333,8,5,357,354
AE,2020-03-17 20:00:00,6,116,166.7538056063241,60.492664851168485,14.0900516667,136.56011416667496,145.2735173333,261.993544666675,262.82016,8,4,341,335
AE,2020-03-17 21:00:00,6,120,163.12351811944419,61.31548633355445,45.127829999999996,134.643236875025,145.10257816665,183.9425264167,262.9079143333,8,4,356,353
AE,2020-03-17 22:00:00,8,123,158.5421267086732,66.01913357315081,5.0339016667,117.65760083334999,145.0558866667,158.91268166664997,262.8973896667,10,5,370,370
AE,2020-03-17 23:00:00,7,121,159.05489028650328,66.72061762856599,5.0329033333,123.59703999999999,145.1016146667,159.33729,262.737937,9,4,360,360
AL,2020-03-17 00:00:00,10,56,28.659305720237494,21.4249055874667,5.1281583333,7.829455000025,35.17298983335,35.2286746667,100.65984499999999,10,4,156,156
AL,2020-03-17 01:00:00,11,55,29.16716850302727,21.314393761115515,5.097026666700001,7.8276716667,35.129358,35.20144966665,100.231145,11,5,155,155
AL,2020-03-17 02:00:00,11,56,28.784365392855364,21.51868013274393,5.1443900000000005,7.807604583300002,35.1103045,35.174053000025005,102.439435,11,5,158,158
AL,2020-03-17 03:00:00,11,56,28.955183142855358,21.473944505944107,5.286275,7.8253145833249995,35.1442021667,35.195390083324995,101.732325,11,6,160,160
AL,2020-03-17 04:00:00,10,56,28.625165702374993,21.534759042006034,5.012965,7.79336583335,35.1402805,35.2181280833,100.978085,10,4,156,156
AL,2020-03-17 05:00:00,12,57,28.69036607017193,21.228578953525673,5.187483333299999,7.805013333300001,35.113517,35.232076,101.710115,12,6,162,162
AL,2020-03-17 06:00:00,11,57,28.41146401754211,21.364374893673112,5.04026,7.8091166667,35.132315999999996,35.1980343333,101.62581,11,5,161,161
AL,2020-03-17 07:00:00,11,57,29.0925247684193,21.186688980650604,5.2000133333,7.860485000000001,35.1317393333,35.246577,100.59966,11,6,163,163
AL,2020-03-17 08:00:00,11,61,27.493159453547545,21.056047473774857,5.1358016667,7.844218333300001,35.1186433333,35.233498,101.373195,11,4,171,171
AL,2020-03-17 09:00:00,10,59,27.882815175145755,21.37153423020358,5.0439283333,7.838582499999999,35.1580616667,35.195229999999995,103.484275,10,5,167,167
AL,2020-03-17 10:00:00,10,64,26.340457963546882,21.00715026296012,5.52822,7.91148416665,35.14103583335,35.222542666675,100.665415,10,5,181,181
AL,2020-03-17 11:00:00,10,55,29.094441296969087,21.508492257885166,5.2264800000000005,7.85484,35.1744993333,35.27160966665,102.08670500000001,10,4,153,153
AL,2020-03-17 12:00:00,11,59,27.982248672320342,21.43108332856907,5.456345,7.841248333300001,35.182409,35.2570515,101.62307,11,5,167,167
AL,2020-03-17 13:00:00,10,58,28.14290930459828,21.400635828184992,5.09923,7.8520741666500005,35.191231,35.27301700002501,102.092455,10,4,162,162
