,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
AE,2020-03-02 00:00:00,6,120,152.71507270556006,72.01214373467315,21.1660966667,127.247569333325,135.18025,184.6677369167,262.682302,8,4,360,360
AE,2020-03-02 01:00:00,7,121,150.7320691691462,74.27749879755761,5.9343838,104.8595283333,135.1805466667,157.7999883333,262.6003243333,9,5,365,365
AE,2020-03-02 02:00:00,9,124,150.4588254069887,75.51177225423764,5.5991818,109.72702083332501,141.4821166667,167.273631249975,262.2486246667,11,6,378,377
AE,2020-03-02 03:00:00,6,120,157.70753068055583,69.67328244384778,13.761115,128.6645783333,141.631997,191.05438833332502,262.711706,8,4,360,359
AE,2020-03-02 04:00:00,7,123,157.39200882655692,67.57142905418422,5.038135,109.56681666665,141.692834,167.13305083335,262.7289046667,9,5,371,369
AE,2020-03-02 05:00:00,8,122,160.47871044835983,64.37026444749941,5.0136583332999995,126.58433874999999,141.7030143333,166.92334708335,262.44583866669996,10,5,362,358
AE,2020-03-02 06:00:00,7,122,162.97328566529922,61.479494510479675,5.0178216667,127.007189999975,141.69085383335,167.30190749997502,262.7564516667,9,4,359,356
AE,2020-03-02 07:00:00,8,121,160.29743164049506,66.90829794839834,5.0088916667,131.5943425,141.7303053333,166.5565016667,262.163717,10,5,362,357
AE,2020-03-02 08:00:00,7,119,164.22211844397648,62.73434017266492,5.0063083333,131.95862749999998,141.7853983333,220.6020325,267.3660536667,9,4,347,345
AE,2020-03-02 09:00:00,8,123,159.463972367752,67.28622025715244,5.03198,129.94297749999998,141.789035,167.02398083334998,264.08111099999996,10,7,372,361
AE,2020-03-02 10:00:00,7,122,163.63660381830655,61.41994224837286,5.0626666667,131.1323375,141.74826466665002,165.24583291665,265.209146,9,5,356,349
AE,2020-03-02 11:00:00,7,122,160.96709439753772,65.42072265846112,5.0517866667,132.08434062499998,141.751189,166.50674833335,262.94928366669996,9,5,359,356
AE,2020-03-02 12:00:00,7,123,162.67323216531958,62.157808888409015,5.0600166667,127.87000499999999,141.755278,167.75129083335003,262.441167,9,4,356,346
AE,2020-03-02 13:00:00,6,119,165.34264681372764,62.34591860812348,14.060145,131.92167666665,141.6716116667,213.51106316665,269.6883003333,8,4,350,344
AE,2020-03-02 14:00:00,8,123,161.79051286232846,65.07065287856678,5.05472,129.1695025,133.0171803333,156.564035,269.98234233330004,10,6,370,356
AE,2020-03-02 15:00:00,8,123,159.6574307764293,66.11446085572955,5.0337016667,118.062995,141.7095756667,166.601965,270.6120556667,10,5,368,362
AE,2020-03-02 16:00:00,7,121,165.21369975895044,59.10121013255075,5.0977033333,129.4569775,141.830915,166.5112516667,262.2752966667,9,4,355,350
AE,2020-03-02 17:00:00,6,121,162.9121150316809,62.11260758248849,7.620603,125.93056499999999,141.795061,168.1824,263.722725,8,5,359,356
AE,2020-03-02 18:00:00,8,123,162.36673623631873,62.041075697598494,5.0151946,126.63112999999998,141.8461576667,167.5847625,262.848248,10,7,368,361
AE,2020-03-02 19:00:00,7,123,160.41245863821143,65.00270943871986,5.66859,122.71349624999999,141.8846066667,168.2703241667,262.314968,9,5,366,360
AE,2020-03-02 20:00:00,8,123,160.65055928049026,63.065838684256114,6.007912999999999,113.879055,141.7292546667,168.09461833335,263.1065036667,10,6,367,363
AE,2020-03-02 21:00:00,7,122,157.00623285792287,67.10379099826682,5.0305733333,108.488182291675,151.71476,158.87995083335,259.8448036667,9,4,365,364
AE,2020-03-02 22:00:00,6,120,161.1610516736092,62.73051686902711,22.194364999999998,129.1990658333,151.74596350000002,183.72736341665,259.5565663333,8,4,358,356
AE,2020-03-02 23:00:00,6,122,154.94987541939759,70.07581329808437,6.120569000000001,104.05991416664999,151.70204566665,157.47668208329998,259.1784226667,8,6,368,367
AL,2020-03-02 00:00:00,11,67,48.21309346268955,38.97620496359734,5.722805,25.163291333350003,35.2269713333,87.57844750000001,112.4412933333,11,5,189,189
AL,2020-03-02 01:00:00,10,68,50.50841787255147,39.98334120001472,5.7595133333,34.57384275,35.241242,97.826815,112.542675,10,4,190,190
AL,2020-03-02 02:00:00,20,86,54.37313450388022,39.190136811691296,5.66554,35.138779083299994,35.2741846667,99.85732124999998,112.8024883333,20,5,246,246
AL,2020-03-02 03:00:00,11,67,47.73875636815521,38.63513984164347,5.749231666699999,23.7282495,35.250453666700004,87.2033725,113.59780333329999,11,4,187,187
AL,2020-03-02 04:00:00,10,67,49.57539241791344,39.51851400169441,5.526363333300001,33.859344500000006,35.2775786667,96.2834475,112.11808166670001,10,4,187,187
AL,2020-03-02 05:00:00,10,68,50.493108725491176,39.971307467991984,5.695828333300001,34.458090499975,35.240715333349996,97.79683625000001,112.4816016667,10,4,190,190
AL,2020-03-02 06:00:00,12,70,49.02500347618715,41.995152888785576,5.6486816667,13.483880749999999,35.2508825,92.04352625,155.8329716667,12,5,198,198
AL,2020-03-02 07:00:00,11,73,45.52257915525343,39.28616026457277,5.7201883333,15.181725,35.253837,41.9123316667,149.8807466667,11,4,205,205
AL,2020-03-02 08:00:00,12,73,44.56196644749179,39.246024747470464,5.2674216667,11.378695,35.227501000000004,35.4620286667,125.65148166670001,12,5,207,207
AL,2020-03-02 09:00:00,11,72,47.29187223379446,39.928796348707415,5.8416016667,8.7048820833,35.273468,86.7091925,120.8909366667,11,4,201,201
AL,2020-03-02 10:00:00,12,72,48.32023769906945,40.594913639334784,5.1000966667,8.141922083325,35.2627895,96.03747,128.2808883333,12,4,202,202
AL,2020-03-02 11:00:00,11,69,49.692155144931895,41.42220215968722,5.6624866667,23.8494566667,35.2523066667,97.238495,141.8360916667,11,4,193,193
AL,2020-03-02 12:00:00,12,78,42.60320981196409,39.478158984948465,5.007635,6.042895416675,35.20611566665,35.7848805833,117.291855,12,5,222,222
AL,2020-03-02 13:00:00,11,83,45.40002277711084,45.126295358100755,5.0545733333,6.036920833349999,35.2444133333,38.48639333335,201.65325833330002,11,5,235,235
