,,probe_id,avg,avg,avg,avg,avg,avg,avg,avg,src_addr,dst_addr,sent,received
,,nunique,count,mean,std,min,25%,50%,75%,max,nunique,nunique,sum,sum
country_code,timestamp,,,,,,,,,,,,,
-,2020-07-19 00:00:00,5,150,87.11168451111334,82.35218303724531,16.602527666700002,28.250979416675,46.9172451667,150.8498921667,306.100648,6,2,449,449
-,2020-07-19 01:00:00,6,151,84.95327772295693,82.50159542883996,5.612832,28.040389,44.034083333299996,150.94175716665,290.7248246667,7,2,452,452
-,2020-07-19 02:00:00,6,152,85.37668138925595,82.00593905967715,5.0031226667,27.928114583325,47.312881250000004,150.7860868333,288.0609793333,7,2,455,455
-,2020-07-19 03:00:00,5,150,85.00622234111269,82.6166463961168,16.6159723333,27.949399333349998,46.126309166649996,150.85467725002502,287.7942663333,6,2,448,448
-,2020-07-19 04:00:00,6,152,84.06099630482103,82.45969527355781,10.2367673333,27.888784333299995,47.6860135,150.936173999975,295.2995516667,7,2,456,456
-,2020-07-19 05:00:00,5,150,86.28972949777666,82.73840660547127,16.627361333299998,27.913367916650003,46.298956,150.87802066669997,301.0190116667,6,2,448,448
-,2020-07-19 06:00:00,6,153,84.23225836383267,82.68553558704552,6.4870996667,27.782153000000005,43.5810973333,150.933986,293.7167786667,7,2,459,458
-,2020-07-19 07:00:00,6,151,84.73929398233973,82.30028081243893,11.1578126667,27.8085626667,47.066596999999994,150.85713916665,294.4572763333,7,2,453,453
-,2020-07-19 08:00:00,6,151,84.4878842648974,82.77766953344549,13.1378003333,27.829548499999998,40.3666433333,150.82854883335,293.10990400000003,7,2,451,450
-,2020-07-19 09:00:00,6,151,86.866162365343,81.67596682219595,6.435040333300001,27.81926383335,51.5055413333,150.82001383335,287.7627953333,7,2,452,450
-,2020-07-19 10:00:00,6,152,83.38629225548418,82.99418938146577,12.976657000000001,27.762420083324997,40.02765416665,150.87754175002502,296.2948383333,7,2,455,455
-,2020-07-19 11:00:00,5,149,85.39107370470063,83.37881110467029,16.721153,27.6245833333,43.5355666667,150.8446943333,292.354322,7,2,445,444
-,2020-07-19 12:00:00,6,151,82.49391864127816,83.81269325626357,5.835582,27.3878613333,38.0314383333,150.824771,291.0650396667,7,2,451,451
-,2020-07-19 13:00:00,6,154,80.71735149459026,84.23371273296782,5.5801913333,27.037534749975002,38.02441,150.8122085833,294.7656476667,7,2,461,460
-,2020-07-19 14:00:00,6,152,80.702498951752,84.40900552416691,8.740826333300001,27.26240291665,37.99680666665,150.82377808335002,295.64969033330004,7,2,455,453
-,2020-07-19 15:00:00,5,150,82.80114560111066,84.08991731802723,16.705514,27.45984383335,37.69399333335,150.79622583332497,289.5019366667,6,2,448,447
-,2020-07-19 16:00:00,5,150,81.84265658444663,84.90817180223416,16.575222333299998,27.219548250000003,37.419825833350004,150.79060425,296.2470843333,6,2,450,449
-,2020-07-19 17:00:00,5,150,82.50995701333473,84.22000092549487,16.228972,27.614791583325,37.50220083335,150.806350750025,301.4966916667,6,2,448,448
-,2020-07-19 18:00:00,5,150,82.25081866555466,84.19279486034947,16.4630973333,27.558211666650003,37.452906,150.8031318333,291.563925,6,2,449,447
-,2020-07-19 19:00:00,5,149,82.00667068344433,84.30698568623939,16.483514000000003,27.294833,38.115435,150.8455693333,291.03363333330003,6,2,445,443
-,2020-07-19 20:00:00,5,151,84.19821585430337,85.48051483145413,16.5620416667,27.333757,38.7969783333,150.8440068333,288.41010366669997,6,2,448,448
-,2020-07-19 21:00:00,6,152,80.6985707543842,84.47330339321735,11.5766296667,27.045145666675,38.01286333335,150.813402916675,296.177991,7,2,454,451
-,2020-07-19 22:00:00,6,152,80.4527333541678,85.31035661716076,5.0722726667,26.887118000025,37.9608925,150.767930833325,310.38465299999996,7,2,456,455
-,2020-07-19 23:00:00,6,151,80.98744738300329,84.37637240944785,16.6765276667,27.42798616665,37.9156083333,150.77490983335,287.8500266667,7,2,449,446
AE,2020-07-19 00:00:00,10,260,64.94691604615346,89.97904214229035,5.0599333333,11.335009500025,16.01523583335,105.87490416665001,442.958667,13,10,788,788
AE,2020-07-19 01:00:00,8,256,65.8224889838574,90.38426868098311,5.1167016667,11.382807750000001,16.06776083335,105.9973533333,442.9890062,11,8,770,770
AE,2020-07-19 02:00:00,8,258,65.45463461808762,90.25720523079575,5.20255,11.3693830833,15.9796525,106.02745541670001,449.66977060000005,11,10,780,780
AE,2020-07-19 03:00:00,8,257,63.97245800388829,87.16747984082402,5.2384683333,11.3984076667,16.0369733333,105.7165516667,268.81834533330004,11,9,775,775
AE,2020-07-19 04:00:00,8,256,65.92511568828087,90.48825605608985,5.247294999999999,11.4271216667,16.09864333335,105.8140045833,449.7867962,11,8,770,770
AE,2020-07-19 05:00:00,9,260,63.30049836448691,86.92107519910387,5.0035016667,11.454645999975,16.0267775,105.94574833332501,268.9569193333,12,9,783,783
AE,2020-07-19 06:00:00,9,260,64.9576978810254,90.01995565118068,5.0567400000000005,11.43563091665,15.82888583335,105.913697083325,443.0321904,12,9,784,784
AE,2020-07-19 07:00:00,9,262,63.31072308473203,86.76856040438588,5.014455,11.4842896667,15.7740335,105.985018749975,268.956711,12,11,794,794
AE,2020-07-19 08:00:00,10,266,62.42068728722028,86.40998611228218,5.02301,11.434866666675,15.759441500000001,105.6696291667,268.778614,13,10,804,804
AE,2020-07-19 09:00:00,9,257,64.0093556990926,87.19222476702417,5.132006,11.5208476667,15.9073033333,105.9047083333,268.84756166669996,12,7,770,770
AE,2020-07-19 10:00:00,10,259,65.39724263294633,90.12002513249924,5.2524,11.4983698333,16.1135416667,105.9928975,449.9285192,13,10,783,783
AE,2020-07-19 11:00:00,10,258,64.14162138242787,86.95230890390187,5.2728383333,11.4881365,16.302578333350002,105.70743541665,269.8688663333,13,9,778,778
AE,2020-07-19 12:00:00,10,261,65.23913289348314,89.88990618967416,5.04036,11.495716333299999,16.1157466667,105.6166833333,443.87117639999997,13,11,793,793
AE,2020-07-19 13:00:00,8,257,64.03807456549961,87.17246489877849,5.2363116667,11.501099,16.1151966667,105.8454983333,268.894836,11,9,775,775
